lead_time,stays_in_weekend_nights,stays_in_week_nights,Average Daily Rate,total_of_special_requests,is_canceled
83,1,2,159.3,2,1
350,1,0,99.0,0,1
27,1,2,74.33,1,1
38,0,3,100.0,2,1
84,2,1,189.0,0,1
164,2,2,130.5,1,1
78,2,5,116.0,0,1
6,0,1,187.0,2,1
32,0,2,149.4,0,1
43,0,3,86.61,0,1
89,1,3,120.0,0,1
44,2,1,149.33,0,1
100,0,2,58.0,2,1
60,1,2,92.7,1,1
265,2,5,81.0,2,1
124,2,3,85.0,1,1
64,2,2,91.8,2,1
183,0,3,103.5,2,1
132,0,2,82.0,2,1
127,0,3,84.05,1,1
71,1,2,198.9,0,1
185,0,3,156.6,0,1
104,2,2,162.0,0,1
316,0,2,109.8,1,1
137,1,2,99.0,0,1
142,0,4,195.0,0,1
178,1,5,155.83,0,1
17,1,2,109.45,2,1
91,2,5,134.0,1,1
69,1,4,79.38,2,1
209,2,4,185.75,0,1
24,1,2,210.0,0,1
87,2,4,98.0,0,1
139,3,5,211.0,0,1
110,1,4,158.95,0,1
97,0,2,173.7,0,1
259,2,5,72.0,0,1
111,1,2,108.0,0,1
93,1,4,134.1,0,1
91,0,1,135.9,0,1
31,1,2,108.67,0,1
159,0,2,127.8,0,1
264,2,5,109.8,2,1
98,1,1,79.2,2,1
88,2,1,207.9,1,1
48,2,0,121.5,0,1
98,2,2,86.7,1,1
135,0,4,55.08,0,1
27,1,2,48.0,0,1
27,0,3,141.0,0,1
295,0,3,109.8,0,1
81,0,2,96.3,0,1
100,3,5,185.0,2,1
4,0,2,192.5,2,1
227,2,5,72.0,1,1
110,0,1,135.9,0,1
238,2,5,79.86,0,1
14,0,2,91.2,2,1
15,0,3,79.0,1,1
31,1,1,162.35,0,1
303,2,2,123.75,1,1
38,1,0,117.9,0,1
22,1,3,147.75,2,1
1,0,2,101.0,0,1
16,1,3,132.5,0,1
72,1,1,159.3,0,1
60,0,3,87.3,1,1
158,2,2,117.0,1,1
212,1,2,90.0,0,1
151,1,3,118.75,0,1
153,0,2,60.0,2,1
178,2,2,110.75,0,1
256,1,3,89.1,0,1
77,1,3,55.44,1,1
101,2,5,134.0,2,1
19,0,3,231.0,1,1
158,0,2,114.3,2,1
52,0,1,79.2,0,1
112,1,3,132.6,0,1
209,0,1,162.0,0,1
89,0,3,76.5,1,1
333,1,2,115.5,2,1
1,0,1,117.9,0,1
49,2,1,158.4,1,1
31,0,2,211.0,2,1
156,0,1,108.9,0,1
146,2,1,162.0,1,1
141,0,2,295.0,2,1
70,2,2,95.2,0,1
29,2,5,120.6,1,1
27,0,3,129.0,0,1
186,2,5,164.25,2,1
229,1,3,63.9,1,1
100,0,2,195.0,0,1
14,6,12,74.8,0,1
7,0,2,78.0,1,1
27,0,4,82.88,1,1
136,1,1,121.5,0,1
104,2,6,230.0,2,1
72,0,4,82.45,1,1
60,0,2,123.3,0,1
98,2,3,74.8,2,1
333,2,3,73.95,0,1
288,0,4,110.7,0,1
29,1,4,279.2,1,1
99,2,4,185.0,1,1
69,2,3,135.9,1,1
7,0,3,133.0,0,1
61,0,1,129.6,0,1
72,0,3,109.8,0,1
70,2,2,147.0,0,1
79,1,3,150.45,0,1
32,1,2,209.0,0,1
67,1,2,91.2,1,1
12,0,4,125.8,2,1
75,4,12,74.8,2,1
214,0,2,54.0,0,1
102,1,3,110.34,0,1
173,1,2,139.5,2,1
139,0,3,54.0,0,1
117,2,5,73.0,3,1
287,0,3,89.1,1,1
305,2,5,145.71,2,1
38,2,5,44.8,0,1
91,0,2,185.85,0,1
8,0,1,120.0,1,1
84,2,3,96.3,0,1
2,2,2,124.1,1,1
57,1,2,221.0,0,1
133,0,3,124.8,0,1
167,0,1,130.5,0,1
293,4,6,68.17,0,1
54,2,2,107.55,0,1
102,2,5,80.0,0,1
28,2,1,190.0,2,1
348,2,4,99.9,2,1
145,2,5,117.0,0,1
164,2,3,107.95,0,1
227,1,2,99.0,1,1
36,0,2,133.2,0,1
65,2,0,140.0,1,1
108,2,6,239.0,0,1
46,0,1,179.0,0,1
10,0,1,143.1,1,1
184,2,1,82.8,1,1
185,1,2,103.5,0,1
346,0,2,81.9,0,1
34,1,2,128.0,0,1
27,2,4,142.72,0,1
78,0,1,108.0,0,1
58,0,2,46.8,2,1
201,2,1,139.5,1,1
206,1,3,126.0,1,1
139,2,2,117.0,0,1
4,0,2,137.0,1,1
173,0,3,89.1,0,1
29,0,2,129.0,1,1
135,1,5,272.5,1,1
43,0,3,86.75,0,1
44,1,4,248.0,1,1
10,1,3,94.99,1,1
31,0,3,220.0,0,1
126,2,3,259.0,0,1
199,2,4,98.18,0,1
22,2,2,60.0,1,1
31,0,1,111.6,1,1
176,1,3,99.0,0,1
28,0,2,66.0,0,1
389,0,2,118.75,2,1
148,1,2,177.3,1,1
307,2,5,77.35,0,1
34,1,0,88.0,2,1
88,1,3,56.94,0,1
29,0,2,81.55,2,1
38,1,2,210.0,1,1
258,2,5,54.0,0,1
246,2,5,58.36,1,1
168,1,4,130.05,0,1
316,0,3,104.4,0,1
29,2,0,169.0,0,1
80,1,3,55.44,1,1
128,0,5,132.3,0,1
180,2,5,81.0,0,1
135,2,2,68.0,0,1
263,2,7,54.0,2,1
29,2,0,136.0,1,1
179,0,1,96.3,1,1
309,2,5,72.0,1,1
177,1,3,85.0,1,1
134,1,1,63.5,0,1
245,2,3,109.8,0,1
113,2,5,113.05,2,1
73,1,1,99.0,0,1
136,0,4,125.0,0,1
50,1,2,144.0,1,1
10,1,1,115.0,1,1
43,2,2,74.8,2,1
74,0,3,63.75,1,1
160,0,4,97.75,0,1
26,2,1,221.0,1,1
45,1,3,270.0,1,1
31,0,1,89.1,0,1
118,1,4,126.0,1,1
21,0,3,82.88,2,1
136,0,3,85.5,0,1
56,1,3,80.19,0,1
130,2,3,122.4,0,1
53,2,2,40.81,1,1
161,1,2,127.2,0,1
7,0,3,120.0,1,1
188,0,2,168.3,0,1
12,0,3,134.33,2,1
257,2,5,90.0,1,1
217,2,5,162.86,1,1
106,1,0,140.0,2,1
85,1,3,88.4,0,1
135,0,3,68.0,2,1
54,1,1,91.13,0,1
8,2,2,130.48,0,1
2,1,0,92.0,1,1
289,0,4,244.0,0,1
129,0,1,135.0,1,1
46,1,1,171.0,0,1
190,2,4,108.6,0,1
247,0,4,89.1,1,1
22,0,4,211.0,3,1
277,0,3,120.6,1,1
183,2,0,139.5,0,1
35,2,2,179.0,0,1
111,2,0,120.0,0,1
63,2,3,160.0,1,1
52,2,2,88.4,2,1
14,6,16,64.05,0,1
172,0,3,180.9,0,1
77,0,2,94.5,0,1
37,1,3,259.0,0,1
87,3,7,58.9,1,1
130,1,2,99.0,0,1
145,0,1,191.0,2,1
86,1,5,98.0,2,1
67,2,1,85.5,0,1
238,0,3,106.2,1,1
73,2,1,126.0,2,1
14,6,12,74.8,0,1
15,2,5,220.49,0,1
10,2,5,136.14,2,1
56,0,2,120.6,0,1
333,1,2,115.5,2,1
66,0,5,170.9,1,1
29,1,2,139.6,0,1
0,1,1,106.0,0,1
94,2,3,135.0,0,1
88,0,3,93.6,3,1
224,0,3,122.4,2,1
176,0,1,97.71,0,1
139,1,4,116.45,0,1
154,2,5,238.57,2,1
137,2,2,139.5,0,1
77,0,1,86.4,0,1
105,0,4,102.5,3,1
84,0,1,79.2,1,1
1,0,2,105.0,0,1
46,0,1,123.0,0,1
261,3,7,68.51,0,1
72,1,3,177.5,0,1
13,1,0,99.0,1,1
69,2,3,70.0,2,1
187,2,5,198.0,0,1
110,1,4,100.8,0,1
219,2,0,96.39,0,1
270,1,3,130.05,1,1
119,2,7,80.56,1,1
316,0,1,109.8,0,1
189,1,2,96.3,4,1
100,1,2,93.3,1,1
35,2,1,101.33,0,1
120,1,5,155.0,0,1
73,0,4,88.29,0,1
132,2,1,232.33,1,1
104,2,0,100.44,0,1
224,0,2,51.3,2,1
235,2,3,90.95,1,1
31,2,3,191.0,2,1
96,2,1,258.0,0,1
184,0,1,164.25,2,1
49,1,2,79.2,1,1
64,1,3,116.45,0,1
143,0,2,246.6,1,1
19,2,1,69.0,0,1
15,0,2,177.0,0,1
258,2,1,96.3,0,1
129,0,1,112.5,0,1
48,2,5,37.8,1,1
15,1,1,139.0,2,1
155,1,2,94.5,0,1
85,1,3,176.0,0,1
96,1,2,135.9,0,1
166,2,3,99.45,0,1
39,2,0,114.3,1,1
36,1,3,108.75,1,1
91,1,2,140.4,0,1
121,0,2,79.2,1,1
6,0,1,91.0,1,1
43,2,2,100.0,0,1
140,2,5,74.8,1,1
224,2,5,62.29,0,1
294,1,0,112.5,0,1
110,1,4,100.8,0,1
316,0,1,109.8,0,1
168,4,11,105.54,0,1
25,2,1,43.0,1,1
71,2,2,88.4,1,1
35,0,1,132.3,0,1
122,2,4,99.45,0,1
80,2,2,173.19,0,1
92,1,3,106.43,1,1
30,2,0,52.0,0,1
165,2,5,229.43,0,1
221,2,5,99.0,0,1
14,1,2,233.0,1,1
235,1,2,107.1,1,1
81,0,3,85.8,1,1
31,2,0,132.0,1,1
87,2,0,90.9,1,1
41,0,1,139.0,1,1
37,2,4,194.0,0,1
253,2,1,129.6,0,1
40,1,3,74.8,0,1
50,4,10,196.91,0,1
14,0,3,84.67,0,1
28,1,2,88.0,0,1
29,2,1,58.67,1,1
38,2,3,117.0,1,1
260,1,1,164.7,0,1
88,0,4,100.3,1,1
12,2,0,130.0,2,1
80,0,1,168.3,0,1
22,1,3,106.4,0,1
138,2,1,148.5,0,1
46,0,1,117.0,0,1
32,2,1,198.9,0,1
353,2,5,81.57,0,1
148,1,3,148.5,0,1
104,1,2,108.0,1,1
23,1,2,225.0,1,1
24,0,1,233.0,1,1
200,2,5,101.7,1,1
4,0,1,58.0,3,1
272,2,4,94.35,1,1
240,3,7,99.45,1,1
106,0,2,180.0,2,1
66,1,0,82.0,2,1
100,0,3,143.7,0,1
115,0,3,65.0,1,1
120,0,1,195.0,1,1
3,2,0,241.0,0,1
94,1,3,37.8,1,1
343,2,4,207.3,2,1
29,6,14,70.91,0,1
65,1,3,76.93,0,1
32,0,3,159.3,0,1
213,3,5,119.85,0,1
179,1,2,110.68,1,1
216,3,5,99.0,1,1
175,2,5,148.29,0,1
137,1,2,135.9,0,1
43,1,2,140.0,2,1
113,0,4,123.0,1,1
30,2,0,89.1,0,1
68,0,2,79.2,0,1
17,0,2,88.0,0,1
113,1,2,126.0,0,1
40,1,2,105.0,0,1
318,1,1,74.25,2,1
123,4,10,37.8,0,1
54,0,2,106.2,3,1
256,2,3,94.35,2,1
141,2,0,99.0,1,1
65,0,4,98.0,2,1
31,0,1,106.4,1,1
33,1,1,160.0,0,1
58,1,1,116.1,0,1
13,2,8,75.0,0,1
189,1,2,109.8,0,1
180,1,3,109.8,1,1
226,2,2,33.6,0,1
172,1,3,125.1,0,1
59,2,3,114.88,1,1
224,2,2,185.0,0,1
41,1,1,79.5,1,1
219,1,3,102.85,1,1
17,0,4,133.5,0,1
11,0,1,150.0,1,1
12,1,0,129.0,0,1
15,0,1,48.0,1,1
61,2,8,68.85,0,1
89,3,6,129.27,1,1
134,0,3,198.9,0,1
110,0,2,190.8,0,1
186,2,5,37.8,1,1
65,2,5,110.99,1,1
19,1,1,127.0,0,1
310,0,4,99.45,0,1
58,0,4,135.0,0,1
103,2,5,160.0,0,1
131,1,0,108.0,0,1
184,0,3,69.9,0,1
68,1,2,241.0,0,1
168,1,4,91.44,0,1
56,1,3,169.0,0,1
88,0,2,270.0,1,1
12,0,1,118.0,1,1
108,0,1,199.2,0,1
127,0,1,189.0,0,1
76,2,5,105.4,1,1
17,1,2,102.15,0,1
157,0,1,60.0,3,1
103,2,2,198.0,2,1
248,4,6,157.5,1,1
105,2,5,136.29,1,1
10,1,1,185.0,1,1
195,1,1,98.1,0,1
133,0,4,85.5,1,1
9,2,4,66.64,0,1
88,1,2,116.1,0,1
113,0,1,90.0,1,1
136,1,4,76.16,0,1
36,2,2,68.0,0,1
111,1,2,154.5,3,1
120,0,4,114.3,0,1
27,2,0,94.35,0,1
237,2,2,113.4,0,1
99,1,4,168.3,0,1
19,0,1,166.0,1,1
18,0,2,104.0,0,1
173,2,3,167.45,2,1
225,1,1,99.0,0,1
4,0,1,121.6,0,1
285,0,4,110.0,1,1
15,0,2,170.0,1,1
268,1,2,67.5,2,1
54,0,2,92.0,0,1
126,2,5,140.27,0,1
69,2,7,64.0,0,1
18,2,1,150.0,1,1
66,2,3,74.4,1,1
43,0,2,203.0,1,1
235,1,3,106.25,0,1
31,2,0,78.3,0,1
55,0,3,149.4,0,1
21,1,1,124.0,1,1
199,2,4,183.75,2,1
260,0,2,90.0,0,1
25,0,4,216.0,0,1
0,0,1,55.0,0,1
149,0,4,76.5,2,1
161,2,3,268.0,0,1
10,0,1,80.0,1,1
33,0,3,39.0,0,1
66,2,5,138.6,0,1
230,2,6,161.5,0,1
95,2,3,253.0,0,1
53,2,2,161.25,0,1
65,2,1,82.13,1,1
12,2,3,89.59,0,1
24,2,0,48.0,1,1
306,4,10,107.1,0,1
238,2,2,117.0,1,1
294,0,5,64.8,1,1
120,2,2,153.0,0,1
72,0,1,140.0,0,1
54,1,0,85.5,0,1
17,2,1,81.0,0,1
158,2,3,152.1,2,1
95,1,1,121.5,1,1
241,0,3,79.2,0,1
79,0,2,88.0,1,1
172,1,4,80.75,0,1
277,2,5,92.57,1,1
115,2,1,194.0,0,1
40,2,6,114.0,0,1
45,1,3,96.9,2,1
99,0,4,150.3,0,1
56,0,3,48.0,1,1
82,1,2,144.0,0,1
91,2,3,105.4,0,1
128,0,2,126.0,1,1
199,0,2,156.6,0,1
114,2,10,129.0,0,1
26,2,1,72.0,0,1
22,0,3,189.0,2,1
41,1,2,174.0,0,1
205,2,5,192.0,2,1
122,2,2,139.5,0,1
201,2,2,103.5,1,1
11,0,1,126.0,1,1
20,0,2,120.0,1,1
149,2,0,85.5,0,1
125,2,1,135.0,0,1
127,0,5,135.0,0,1
192,0,3,140.4,2,1
80,1,2,129.0,0,1
33,1,2,170.1,0,1
32,2,5,93.57,0,1
284,0,5,134.55,3,1
146,0,3,120.83,0,1
17,2,3,83.2,0,1
129,0,3,95.7,0,1
186,0,3,103.5,2,1
46,1,2,142.2,1,1
94,2,3,135.0,0,1
9,2,2,209.0,0,1
235,2,2,129.0,1,1
101,0,2,71.28,0,1
142,1,2,95.4,1,1
130,2,8,100.0,2,1
191,1,1,139.5,0,1
66,1,2,79.2,0,1
159,1,2,130.5,0,1
90,0,3,189.0,0,1
77,2,2,126.0,0,1
112,1,3,87.48,0,1
11,0,1,140.0,1,1
14,2,2,130.0,1,1
163,0,3,166.5,0,1
349,2,1,78.3,0,1
237,1,3,90.95,2,1
80,1,5,215.33,1,1
33,2,6,147.9,2,1
16,2,4,74.8,2,1
77,3,9,37.0,0,1
24,1,2,139.0,1,1
83,1,3,132.3,0,1
101,2,5,184.63,0,1
30,0,2,80.0,0,1
89,0,2,135.9,0,1
181,0,2,76.5,3,1
140,2,3,113.9,0,1
136,0,3,93.6,1,1
257,4,7,189.18,0,1
117,1,2,108.0,1,1
153,1,3,123.97,2,1
47,1,1,150.3,1,1
54,2,3,112.2,0,1
38,1,2,156.6,0,1
181,2,2,107.1,1,1
48,2,4,109.65,0,1
69,0,1,98.0,0,1
24,2,2,129.0,3,1
78,0,4,105.4,0,1
236,1,2,109.8,3,1
155,0,2,186.3,0,1
205,2,4,97.35,1,1
36,2,4,125.1,2,1
15,2,5,88.4,0,1
221,0,3,79.5,2,1
14,2,5,113.14,3,1
38,0,3,230.0,0,1
17,2,1,71.46,0,1
5,1,2,109.0,0,1
183,0,3,106.2,1,1
85,1,3,119.25,0,1
89,1,4,68.0,1,1
123,1,1,100.8,1,1
135,1,4,79.72,1,1
86,0,2,104.4,1,1
81,1,2,135.0,0,1
294,2,6,109.8,2,1
160,1,3,131.4,1,1
27,0,3,142.0,1,1
35,2,3,100.2,2,1
40,0,1,55.0,0,1
35,2,2,118.8,0,1
51,0,2,123.3,0,1
245,0,2,37.8,0,1
40,2,3,48.0,0,1
204,1,0,90.0,1,1
214,2,4,163.33,0,1
190,2,3,88.4,0,1
151,0,3,126.0,1,1
24,0,2,157.0,0,1
212,4,10,140.0,2,1
188,2,5,177.5,0,1
302,1,2,89.1,1,1
62,1,1,140.4,0,1
227,2,5,99.0,0,1
57,0,2,141.0,0,1
45,1,1,231.0,0,1
64,1,5,75.0,0,1
28,0,1,79.0,0,1
139,3,5,191.0,0,1
35,1,1,95.4,0,1
84,2,6,225.0,1,1
227,2,5,81.0,0,1
9,0,1,91.0,0,1
179,0,2,107.1,1,1
28,1,1,94.35,0,1
71,0,2,44.66,1,1
31,1,4,132.0,1,1
263,2,4,100.3,0,1
95,0,4,77.86,2,1
25,2,1,181.2,1,1
248,2,3,55.8,1,1
183,0,1,98.1,0,1
157,0,3,101.0,1,1
223,2,3,73.96,0,1
305,1,2,107.1,2,1
318,1,1,74.25,2,1
82,2,4,257.0,0,1
33,2,5,143.43,1,1
36,1,2,137.4,1,1
3,1,4,82.88,0,1
31,0,2,125.1,0,1
45,1,1,72.9,0,1
31,0,1,117.9,0,1
14,1,1,177.0,0,1
12,2,2,75.0,0,1
9,1,5,142.0,0,1
28,1,2,166.67,0,1
30,2,2,84.32,0,1
123,2,2,62.5,0,1
30,4,9,186.22,1,1
30,0,2,180.0,2,1
148,2,5,91.68,0,1
115,0,1,108.0,0,1
16,0,1,209.0,1,1
131,2,5,223.57,0,1
155,2,5,136.0,1,1
27,2,4,135.87,0,1
98,2,4,67.33,3,1
188,7,17,90.95,1,1
293,0,3,156.6,2,1
56,0,2,116.1,0,1
30,1,2,88.0,0,1
22,2,3,171.0,0,1
11,0,1,210.0,0,1
332,2,2,113.4,2,1
80,2,1,140.4,0,1
103,0,1,76.5,0,1
207,2,3,97.02,0,1
150,2,1,99.0,0,1
270,1,3,89.1,0,1
140,2,5,207.0,1,1
286,2,1,123.3,1,1
43,1,1,230.0,0,1
14,2,5,96.14,0,1
87,2,3,261.0,0,1
215,2,5,47.06,0,1
95,0,4,129.5,0,1
74,8,16,74.8,0,1
48,1,1,93.6,0,1
70,2,5,50.4,0,1
48,0,1,76.5,1,1
56,2,1,109.8,0,1
126,0,1,144.0,3,1
87,2,5,46.4,1,1
166,2,4,87.5,3,1
167,1,0,107.1,1,1
38,1,0,71.33,0,1
70,0,4,80.0,1,1
93,2,1,106.2,1,1
98,1,0,152.0,1,1
27,0,1,89.97,0,1
124,0,2,57.75,1,1
61,1,1,105.3,0,1
317,2,5,68.47,1,1
98,2,5,224.43,0,1
10,0,2,260.0,0,1
102,2,5,121.5,1,1
18,4,9,129.1,0,1
138,2,1,76.5,1,1
10,2,5,218.0,1,1
105,2,3,96.0,1,1
60,1,1,143.1,0,1
47,0,4,130.61,1,1
270,1,3,59.4,1,1
268,0,3,36.0,2,1
127,2,1,79.2,1,1
140,2,4,147.25,0,1
86,2,5,140.0,0,1
102,1,2,112.0,1,1
171,0,2,107.1,0,1
27,1,1,56.0,0,1
227,0,3,157.5,1,1
46,2,2,230.0,0,1
163,0,1,226.0,1,1
325,2,2,107.1,0,1
43,0,3,119.0,2,1
191,2,5,44.64,0,1
24,1,2,193.33,1,1
1,0,0,0.0,0,1
73,1,4,135.0,1,1
31,0,2,140.0,1,1
42,2,3,134.98,0,1
37,1,3,145.8,2,1
107,1,1,130.5,0,1
152,2,4,90.67,1,1
15,1,2,78.0,0,1
171,1,4,107.1,2,1
35,2,4,53.87,0,1
284,0,1,107.1,1,1
161,2,3,236.0,1,1
25,0,3,159.0,0,1
183,3,8,167.24,0,1
61,2,5,213.0,0,1
192,1,3,99.45,0,1
45,1,1,86.4,0,1
14,0,2,145.0,0,1
281,0,3,90.0,0,1
44,2,7,80.44,0,1
75,1,2,129.0,0,1
128,0,3,103.5,0,1
305,2,4,77.35,0,1
234,2,1,90.0,1,1
19,2,2,100.3,0,1
240,0,2,141.3,1,1
305,0,1,71.1,2,1
9,0,1,168.0,0,1
64,0,3,37.8,2,1
41,1,4,178.4,0,1
142,0,3,143.1,0,1
211,1,4,170.6,3,1
243,2,5,130.0,2,1
153,2,5,90.46,0,1
130,2,5,110.0,1,1
51,0,4,180.0,1,1
17,1,2,102.15,0,1
20,0,1,156.0,0,1
49,1,2,78.3,0,1
8,0,1,160.0,1,1
288,3,6,96.4,0,1
316,0,2,109.8,1,1
38,2,6,157.25,3,1
252,2,5,117.0,1,1
106,0,2,125.0,0,1
114,1,4,109.8,2,1
127,2,3,139.5,0,1
79,1,4,72.8,1,1
150,1,2,99.0,1,1
14,0,4,165.0,1,1
165,1,3,85.0,1,1
150,2,3,229.0,1,1
81,1,4,97.75,1,1
136,2,5,73.71,1,1
26,2,4,119.87,1,1
192,2,5,205.0,0,1
9,0,1,70.07,0,1
284,1,2,109.8,2,1
116,2,5,85.0,1,1
149,2,6,89.25,0,1
196,1,1,128.7,0,1
16,1,2,165.67,0,1
108,0,3,79.2,1,1
49,1,1,79.2,1,1
34,2,1,125.0,1,1
153,2,4,214.0,0,1
175,0,3,60.0,0,1
266,1,3,73.95,0,1
77,2,2,147.6,0,1
132,0,4,93.0,0,1
196,2,1,117.0,2,1
147,0,4,162.0,1,1
95,0,2,72.25,1,1
221,2,4,74.44,0,1
150,1,2,159.33,0,1
53,2,5,137.71,0,1
87,0,3,105.3,1,1
0,1,0,140.0,2,1
159,0,4,107.1,0,1
161,1,2,127.2,0,1
152,1,4,85.0,0,1
43,1,1,88.0,2,1
50,0,3,135.9,2,1
33,0,2,37.8,0,1
76,2,2,42.0,2,1
218,2,5,87.0,0,1
13,0,2,129.0,2,1
346,0,1,81.0,2,1
93,0,2,90.9,0,1
42,2,3,210.0,0,1
41,0,3,79.2,1,1
20,0,2,60.0,1,1
23,0,1,230.0,1,1
262,0,4,138.6,2,1
71,0,3,126.67,0,1
118,0,3,96.3,0,1
213,1,2,103.05,3,1
115,2,3,198.44,0,1
91,0,2,37.8,1,1
86,0,1,64.8,2,1
268,0,2,84.55,1,1
115,0,1,108.0,0,1
26,0,3,140.67,0,1
114,1,4,112.7,1,1
179,2,2,113.4,0,1
157,1,3,101.58,2,1
41,1,1,140.0,1,1
18,2,2,102.43,0,1
259,2,2,130.0,0,1
244,2,3,85.85,0,1
193,0,1,153.75,1,1
169,0,3,37.8,3,1
29,2,2,170.0,1,1
284,1,1,229.4,2,1
12,1,1,153.0,2,1
208,0,3,72.25,1,1
166,1,3,96.79,1,1
122,0,2,93.6,0,1
39,0,2,170.0,3,1
190,0,2,99.0,1,1
208,1,4,37.8,0,1
124,2,3,83.0,0,1
39,2,1,210.0,0,1
16,0,2,129.0,1,1
111,7,19,122.61,0,1
106,1,2,189.0,0,1
168,2,6,148.5,0,1
135,2,3,144.0,1,1
176,0,3,137.7,2,1
224,0,4,157.5,2,1
19,2,3,69.36,0,1
57,0,2,136.8,1,1
60,2,5,82.95,0,1
156,2,2,182.0,0,1
107,2,5,55.0,1,1
99,2,2,93.08,0,1
109,3,7,229.0,1,1
14,0,1,80.0,0,1
13,1,2,126.0,1,1
24,0,1,198.0,1,1
158,0,2,90.0,1,1
214,0,3,120.9,0,1
185,0,3,126.0,0,1
99,0,2,96.3,1,1
143,2,5,231.0,0,1
66,0,3,132.0,0,1
147,2,3,117.0,1,1
22,2,3,137.0,0,1
179,1,2,130.5,0,1
111,1,3,91.6,2,1
26,2,0,119.0,1,1
163,2,2,152.1,0,1
182,0,1,98.1,0,1
178,2,2,70.75,0,1
33,0,3,260.0,0,1
25,2,5,87.0,0,1
86,0,2,145.0,2,1
237,1,4,126.0,0,1
248,2,5,85.5,1,1
34,1,1,96.0,0,1
23,2,2,135.0,0,1
284,1,1,82.8,1,1
47,2,0,127.0,1,1
51,2,6,63.75,0,1
64,1,1,94.5,1,1
22,2,2,124.0,0,1
10,0,3,130.33,0,1
54,2,6,170.0,1,1
16,1,1,69.0,0,1
25,2,5,44.49,0,1
35,0,4,58.0,1,1
72,1,2,144.0,0,1
124,2,4,115.0,1,1
11,0,2,119.0,1,1
79,1,2,126.0,2,1
23,1,3,96.0,0,1
175,0,3,60.0,0,1
237,1,2,109.8,1,1
29,0,1,97.5,0,1
85,1,3,102.43,0,1
184,0,1,98.1,0,1
130,0,3,139.5,2,1
117,0,1,99.0,0,1
17,2,4,221.0,0,1
181,2,5,127.14,0,1
79,1,2,79.2,2,1
341,4,6,138.38,2,1
115,2,6,37.8,1,1
45,2,1,108.0,0,1
35,4,11,74.8,2,1
7,0,2,85.0,1,1
22,2,2,100.0,0,1
183,2,1,240.0,2,1
46,2,8,105.4,0,1
89,1,5,62.0,2,1
89,1,5,143.7,0,1
39,0,1,140.0,0,1
146,0,3,198.0,2,1
147,1,3,138.55,1,1
210,0,3,126.0,1,1
63,2,1,140.0,1,1
103,2,2,88.4,0,1
40,1,3,289.8,1,1
22,2,2,100.3,0,1
235,2,1,90.0,1,1
180,1,1,93.6,1,1
102,2,4,99.0,0,1
27,0,4,226.0,0,1
106,2,9,102.39,0,1
40,2,2,163.75,0,1
274,2,5,64.8,1,1
99,1,2,172.8,0,1
56,0,2,79.2,1,1
115,0,2,108.0,0,1
55,2,5,133.21,0,1
69,0,4,68.0,1,1
156,0,2,126.0,1,1
35,1,1,140.4,0,1
98,1,2,106.67,0,1
306,1,3,67.15,0,1
44,2,1,146.67,0,1
80,0,4,73.95,0,1
42,0,3,157.5,0,1
311,2,5,109.03,1,1
107,0,4,152.1,0,1
48,2,1,139.0,2,1
69,0,3,80.1,0,1
80,2,2,110.2,0,1
28,2,1,141.0,1,1
138,2,1,130.5,0,1
115,2,4,132.3,0,1
251,2,5,110.25,2,1
56,0,2,69.6,0,1
4,0,2,68.0,1,1
43,0,3,123.9,0,1
44,0,2,150.3,0,1
294,1,4,214.1,1,1
199,1,0,85.5,0,1
3,1,0,68.0,0,1
1,0,1,139.0,0,1
166,2,1,96.3,0,1
203,0,5,67.5,0,1
59,0,4,307.0,0,1
122,0,2,32.4,2,1
87,0,3,58.0,0,1
68,0,1,125.1,0,1
1,0,1,120.0,2,1
118,0,1,90.9,0,1
29,0,3,126.0,3,1
154,1,3,150.92,1,1
98,0,3,106.0,1,1
87,0,1,74.15,0,1
36,1,1,159.3,0,1
66,0,2,144.0,0,1
23,1,3,78.3,1,1
27,2,1,100.43,0,1
92,0,3,140.4,0,1
100,2,4,174.0,2,1
0,1,1,32.3,0,1
21,1,2,140.0,1,1
82,1,3,74.8,0,1
226,0,5,161.28,1,1
83,1,2,105.3,0,1
210,0,4,96.3,2,1
30,1,5,139.05,0,1
203,2,9,156.34,1,1
17,0,1,139.0,1,1
111,2,3,39.0,1,1
170,2,3,112.2,1,1
232,2,2,166.0,0,1
44,1,1,107.1,0,1
56,0,3,109.8,1,1
124,0,2,55.8,1,1
179,2,4,114.58,0,1
20,0,3,124.0,2,1
40,1,2,150.3,0,1
316,0,2,109.8,1,1
63,1,3,190.8,3,1
12,1,0,93.0,2,1
69,0,1,140.0,0,1
8,0,3,48.0,2,1
1,2,5,148.04,0,1
67,0,3,144.0,0,1
211,1,3,115.63,0,1
33,2,2,117.0,1,1
252,4,10,55.8,0,1
92,2,1,117.0,2,1
65,2,8,107.1,3,1
8,1,3,83.3,0,1
124,1,4,146.7,0,1
61,0,3,73.8,0,1
104,1,0,108.0,1,1
58,2,2,73.95,0,1
111,1,3,132.6,0,1
330,2,5,74.25,1,1
157,2,3,230.0,1,1
46,0,4,139.5,1,1
33,2,1,48.0,0,1
172,1,3,153.9,0,1
139,2,1,79.2,1,1
221,0,2,140.85,0,1
96,0,3,204.0,0,1
208,2,3,112.5,0,1
32,2,5,200.86,0,1
16,0,3,130.33,0,1
55,2,5,88.0,1,1
